Species	te	present_in
D.mel.MUN020.fa	QBERT	48
D.mel.MUN020.fa	G5_DM	49
D.mel.MUN020.fa	INVADER	49
D.mel.MUN020.fa	GYPSY3	47
D.mel.MUN020.fa	INVADER3	49
D.mel.MUN020.fa	GYPSY12	49
D.mel.MUN020.fa	INVADER6	49
D.mel.MUN020.fa	LOOPER1_DM	48
D.mel.MUN020.fa	G6_DM	49
D.mel.MUN020.fa	DME278684	49
D.mel.MUN020.fa	DMMDG3	49
D.mel.MUN020.fa	DMBARI1	49
D.mel.MUN020.fa	DMTNFB	49
D.mel.MUN020.fa	DM33463	49
D.mel.MUN020.fa	PPI251	28
D.mel.MUN020.fa	DM_ROO	49
D.mel.MUN020.fa	Tinker	49
D.mel.MUN020.fa	DMIS297	49
D.mel.MUN020.fa	TIRANT	42
D.mel.MUN020.fa	DMIFACA	49
D.mel.MUN020.fa	DME487856	49
D.mel.MUN020.fa	RT1B	49
D.mel.MUN020.fa	DMLINEJA	49
D.mel.MUN020.fa	HOPPER2	49
D.mel.MUN020.fa	AF222049	49
D.mel.MUN020.fa	DMTHB1	49
D.mel.MUN020.fa	HEL	49
D.mel.MUN020.fa	STALKER	47
D.mel.MUN020.fa	DOC3	49
D.mel.MUN020.fa	TRANSIB1	49
D.mel.MUN020.fa	G3	48
D.mel.MUN020.fa	TRANSIB2	49
D.mel.MUN020.fa	TABOR	49
D.mel.MUN020.fa	DMTN1731	49
D.mel.MUN020.fa	FROGGER	49
D.mel.MUN020.fa	INVADER4	49
D.mel.MUN020.fa	RT1C	49
D.mel.MUN020.fa	S2	49
D.mel.MUN020.fa	G5A	49
D.mel.MUN020.fa	Beagle2	49
D.mel.MUN020.fa	GYPSY2	48
D.mel.MUN020.fa	DMTOM1_LTR	49
D.mel.MUN020.fa	DMDM11	49
D.mel.MUN020.fa	DMCR1A	49
D.mel.MUN020.fa	TC1-2	49
D.mel.MUN020.fa	DOC4	49
D.mel.MUN020.fa	Q	5
D.mel.MUN020.fa	GYPSY11	48
D.mel.MUN020.fa	OSV	49
D.mel.MUN020.fa	ROOA_LTR	48
D.mel.MUN020.fa	G4_DM	49
D.mel.MUN020.fa	1360	49
D.mel.MUN020.fa	DMIS176	49
D.mel.MUN020.fa	FW2	49
D.mel.MUN020.fa	BS4	49
D.mel.MUN020.fa	TC3	49
D.mel.MUN020.fa	DMRTMGD1	49
D.mel.MUN020.fa	IVK	49
D.mel.MUN020.fa	F	49
D.mel.MUN020.fa	STALKER2	49
D.mel.MUN020.fa	DMCOPIA	49
D.mel.MUN020.fa	DMU89994	49
D.mel.MUN020.fa	ACCORD	49
D.mel.MUN020.fa	DMW1DOC	49
D.mel.MUN020.fa	ROXELEMENT	49
D.mel.MUN020.fa	McCLINTOCK	49
D.mel.MUN020.fa	INE1	49
D.mel.MUN020.fa	AF541951	49
D.mel.MUN020.fa	DME9736	49
D.mel.MUN020.fa	JOCKEY2	49
D.mel.MUN020.fa	TARTC	35
D.mel.MUN020.fa	GYPSY9	25
D.mel.ORE.fa	DMRTMGD1	49
D.mel.ORE.fa	DM_ROO	49
D.mel.ORE.fa	FB	13
D.mel.ORE.fa	DMTRDNA	49
D.mel.ORE.fa	STALKER4	49
D.mel.ORE.fa	IVK	49
D.mel.ORE.fa	STALKER	47
D.mel.ORE.fa	Beagle2	49
D.mel.ORE.fa	GTWIN	49
D.mel.ORE.fa	INVADER5	48
D.mel.ORE.fa	TRANSIB3	49
D.mel.ORE.fa	TC1	49
D.mel.ORE.fa	MARINER2	49
D.mel.ORE.fa	DM88	49
D.mel.ORE.fa	BAGGINS	49
D.mel.ORE.fa	HELITRON1_DM	49
D.mel.ORE.fa	DME010298	49
D.mel.ORE.fa	DMRER2DM	49
D.mel.ORE.fa	F	49
D.mel.ORE.fa	DMIS297	49
D.mel.ORE.fa	DMPOGOR11	49
D.mel.ORE.fa	DMLINEJA	49
D.mel.ORE.fa	DMIS176	49
D.mel.ORE.fa	BLOOD	49
D.mel.ORE.fa	DMCOPIA	49
D.mel.ORE.fa	DMU89994	49
D.mel.ORE.fa	FROGGER	49
D.mel.ORE.fa	DOC5	49
D.mel.ORE.fa	GYPSY2	48
D.mel.ORE.fa	Q	5
D.mel.ORE.fa	DMZAM	47
D.mel.ORE.fa	DME9736	49
D.mel.ORE.fa	DME278684	49
D.mel.ORE.fa	GYPSY6	49
D.mel.ORE.fa	DIVER2	49
D.mel.ORE.fa	FW3	49
D.mel.ORE.fa	GYPSY8	42
D.mel.ORE.fa	GYPSY7	48
D.mel.ORE.fa	G7	48
D.mel.ORE.fa	JUAN	49
D.mel.ORE.fa	GYPSY10	49
D.mel.ORE.fa	G5_DM	49
D.mel.ORE.fa	DMBARI1	49
D.mel.ORE.fa	GYPSY3	47
D.mel.ORE.fa	INVADER3	49
D.mel.ORE.fa	DMBLPP	49
D.mel.ORE.fa	Beagle	49
D.mel.ORE.fa	GYPSY12	49
D.mel.ORE.fa	INVADER6	49
D.mel.ORE.fa	LOOPER1_DM	48
D.mel.ORE.fa	TRANSIB2	49
D.mel.ORE.fa	G6_DM	49
D.mel.ORE.fa	AF222049	49
D.mel.ORE.fa	OPUS	49
D.mel.ORE.fa	DMIFACA	49
D.mel.ORE.fa	Tinker	49
D.mel.ORE.fa	DM14101	28
D.mel.ORE.fa	ROXELEMENT	49
D.mel.ORE.fa	TABOR	49
D.mel.ORE.fa	QUASIMODO	49
D.mel.ORE.fa	412	49
D.mel.ORE.fa	DMHFL1	41
D.mel.ORE.fa	RT1B	49
D.mel.ORE.fa	PPI251	28
D.mel.ORE.fa	HOPPER2	49
D.mel.ORE.fa	DMW1DOC	49
D.mel.ORE.fa	McCLINTOCK	49
D.mel.ORE.fa	TIRANT	42
D.mel.ORE.fa	DMTHB1	49
D.mel.ORE.fa	DMGYPF1A	49
D.mel.ORE.fa	ROVER	49
D.mel.ORE.fa	QBERT	48
D.mel.ORE.fa	OSV	49
D.mel.ORE.fa	TRANSIB1	49
D.mel.ORE.fa	G3	48
D.mel.ORE.fa	R1-2	49
D.mel.ORE.fa	DMTN1731	49
D.mel.ORE.fa	INVADER4	49
D.mel.ORE.fa	S2	49
D.mel.ORE.fa	G5A	49
D.mel.ORE.fa	BS	49
D.mel.ORE.fa	1360	49
D.mel.ORE.fa	GYPSY5	45
D.mel.ORE.fa	DOC2	49
D.mel.ORE.fa	DMTOM1_LTR	49
D.mel.ORE.fa	GYPSY9	25
D.mel.ORE.fa	BS3	49
D.mel.ORE.fa	DMCR1A	49
D.mel.ORE.fa	DOC3	49
D.mel.ORE.fa	DOC4	49
D.mel.ORE.fa	GYPSY11	48
D.mel.ORE.fa	INVADER2	49
D.mel.ORE.fa	G4_DM	49
D.mel.ORE.fa	FW2	49
D.mel.ORE.fa	BS4	49
D.mel.ORE.fa	DM33463	49
D.mel.ORE.fa	TC3	49
D.mel.ORE.fa	DMMDG3	49
D.mel.ORE.fa	SPRINGER	49
D.mel.ORE.fa	DMTNFB	49
D.mel.ORE.fa	DM23420	49
D.mel.ORE.fa	INE1	49
D.mel.ORE.fa	ROOA_LTR	48
D.mel.ORE.fa	TC1-2	49
D.mel.ORE.fa	AF541951	49
D.mel.ORE.fa	JOCKEY2	49
D.mel.ORE.fa	TAHRE	49
D.mel.ORE.fa	DM06920	49
D.mel.ORE.fa	AY561850	33
D.mel.ORE.fa	TARTC	35
D.mel.ORE.fa	HEL	49
D.mel.ORE.fa	DMREPG	49
D.mel.ORE.fa	STALKER2	49
D.mel.ORE.fa	GYPSY4	49
D.mel.ORE.fa	ACCORD	49
D.mel.ORE.fa	DME487856	49
D.mel.ORE.fa	RT1C	49
D.mel.ORE.fa	DMRER1DM	49
D.mel.ORE.fa	DMAURA	49
D.mel.ORE.fa	INVADER	49
D.mel.ORE.fa	G2	49
D.mel.ORE.fa	CIRC	49
D.mel.ORE.fa	STALKER3	49
D.mel.ORE.fa	DMDM11	49
D.mel.ORE.fa	TRANSIB4	49
D.mel.Pi2.fa	TARTC	35
D.mel.Pi2.fa	AY561850	33
D.mel.Pi2.fa	DOC5	49
D.mel.Pi2.fa	FROGGER	49
D.mel.Pi2.fa	Beagle2	49
D.mel.Pi2.fa	G6_DM	49
D.mel.Pi2.fa	BS	49
D.mel.Pi2.fa	DMMDG3	49
D.mel.Pi2.fa	GTWIN	49
D.mel.Pi2.fa	DMLINEJA	49
D.mel.Pi2.fa	QUASIMODO	49
D.mel.Pi2.fa	DMCOPIA	49
D.mel.Pi2.fa	AF222049	49
D.mel.Pi2.fa	BLOOD	49
D.mel.Pi2.fa	DMTRDNA	49
D.mel.Pi2.fa	TABOR	49
D.mel.Pi2.fa	DMPOGOR11	49
D.mel.Pi2.fa	DMBARI1	49
D.mel.Pi2.fa	ACCORD	49
D.mel.Pi2.fa	DM23420	49
D.mel.Pi2.fa	INVADER2	49
D.mel.Pi2.fa	Q	5
D.mel.Pi2.fa	DMZAM	47
D.mel.Pi2.fa	DIVER2	49
D.mel.Pi2.fa	GYPSY8	42
D.mel.Pi2.fa	GYPSY7	48
D.mel.Pi2.fa	G7	48
D.mel.Pi2.fa	GYPSY10	49
D.mel.Pi2.fa	QBERT	48
D.mel.Pi2.fa	G5_DM	49
D.mel.Pi2.fa	GYPSY3	47
D.mel.Pi2.fa	STALKER4	49
D.mel.Pi2.fa	DMIS176	49
D.mel.Pi2.fa	GYPSY12	49
D.mel.Pi2.fa	INVADER6	49
D.mel.Pi2.fa	LOOPER1_DM	48
D.mel.Pi2.fa	DMIS297	49
D.mel.Pi2.fa	ROXELEMENT	49
D.mel.Pi2.fa	DMIFACA	49
D.mel.Pi2.fa	INVADER3	49
D.mel.Pi2.fa	DMTHB1	49
D.mel.Pi2.fa	SPRINGER	49
D.mel.Pi2.fa	DME278684	49
D.mel.Pi2.fa	FB	13
D.mel.Pi2.fa	RT1B	49
D.mel.Pi2.fa	HOPPER2	49
D.mel.Pi2.fa	HEL	49
D.mel.Pi2.fa	DME9736	49
D.mel.Pi2.fa	DMGYPF1A	49
D.mel.Pi2.fa	GYPSY9	25
D.mel.Pi2.fa	TRANSIB1	49
D.mel.Pi2.fa	G3	48
D.mel.Pi2.fa	TRANSIB2	49
D.mel.Pi2.fa	DMTN1731	49
D.mel.Pi2.fa	INVADER4	49
D.mel.Pi2.fa	RT1C	49
D.mel.Pi2.fa	S2	49
D.mel.Pi2.fa	G5A	49
D.mel.Pi2.fa	DME487856	49
D.mel.Pi2.fa	TRANSIB4	49
D.mel.Pi2.fa	1360	49
D.mel.Pi2.fa	DM88	49
D.mel.Pi2.fa	FW3	49
D.mel.Pi2.fa	IVK	49
D.mel.Pi2.fa	DOC3	49
D.mel.Pi2.fa	GYPSY2	48
D.mel.Pi2.fa	GYPSY4	49
D.mel.Pi2.fa	DOC2	49
D.mel.Pi2.fa	ROVER	49
D.mel.Pi2.fa	DMTOM1_LTR	49
D.mel.Pi2.fa	BS3	49
D.mel.Pi2.fa	DMCR1A	49
D.mel.Pi2.fa	McCLINTOCK	49
D.mel.Pi2.fa	DOC4	49
D.mel.Pi2.fa	GYPSY11	48
D.mel.Pi2.fa	OSV	49
D.mel.Pi2.fa	ROOA_LTR	48
D.mel.Pi2.fa	DMDM11	49
D.mel.Pi2.fa	G4_DM	49
D.mel.Pi2.fa	DMRTMGD1	49
D.mel.Pi2.fa	STALKER2	49
D.mel.Pi2.fa	DMBLPP	49
D.mel.Pi2.fa	DMW1DOC	49
D.mel.Pi2.fa	DMU89994	49
D.mel.Pi2.fa	FW2	49
D.mel.Pi2.fa	BS4	49
D.mel.Pi2.fa	TC3	49
D.mel.Pi2.fa	Tinker	49
D.mel.Pi2.fa	412	49
D.mel.Pi2.fa	GYPSY6	49
D.mel.Pi2.fa	INE1	49
D.mel.Pi2.fa	TC1-2	49
D.mel.Pi2.fa	AF541951	49
D.mel.Pi2.fa	JOCKEY2	49
D.mel.Pi2.fa	DM06920	49
D.mel.Pi2.fa	STALKER	47
D.mel.Pi2.fa	DM14101	28
D.mel.Pi2.fa	TAHRE	49
D.mel.Pi2.fa	PPI251	28
D.mel.Pi2.fa	GYPSY5	45
D.mel.Pi2.fa	DM33463	49
D.mel.Pi2.fa	DMHFL1	41
D.mel.Pi2.fa	DMTNFB	49
D.mel.Pi2.fa	DM_ROO	49
D.mel.Pi2.fa	F	49
D.mel.Pi2.fa	TIRANT	42
D.mel.Pi2.fa	TRANSIB3	49
D.mel.Pi2.fa	TC1	49
D.mel.Pi2.fa	MARINER2	49
D.mel.Pi2.fa	BAGGINS	49
D.mel.Pi2.fa	HELITRON1_DM	49
D.mel.Pi2.fa	DMRER2DM	49
D.mel.Pi2.fa	DMRER1DM	49
D.mel.Pi2.fa	JUAN	49
D.mel.Pi2.fa	DME010298	49
D.mel.Pi2.fa	DMREPG	49
D.mel.Pi2.fa	DMAURA	49
D.mel.Pi2.fa	STALKER3	49
D.mel.Pi2.fa	OPUS	49
D.mel.Pi2.fa	INVADER5	48
D.mel.Pi2.fa	CIRC	49
D.mel.Pi2.fa	R1-2	49
D.mel.Pi2.fa	G2	49
D.mel.Pi2.fa	INVADER	49
D.mel.Pi2.fa	Beagle	49
D.mel.RAL059.fa	DM06920	49
D.mel.RAL059.fa	TAHRE	49
D.mel.RAL059.fa	412	49
D.mel.RAL059.fa	BLOOD	49
D.mel.RAL059.fa	GYPSY9	25
D.mel.RAL059.fa	DMMDG3	49
D.mel.RAL059.fa	STALKER	47
D.mel.RAL059.fa	DMBARI1	49
D.mel.RAL059.fa	DMIS297	49
D.mel.RAL059.fa	GYPSY5	45
D.mel.RAL059.fa	TABOR	49
D.mel.RAL059.fa	GTWIN	49
D.mel.RAL059.fa	G6_DM	49
D.mel.RAL059.fa	INVADER5	48
D.mel.RAL059.fa	TRANSIB3	49
D.mel.RAL059.fa	TC1	49
D.mel.RAL059.fa	DM88	49
D.mel.RAL059.fa	BAGGINS	49
D.mel.RAL059.fa	HELITRON1_DM	49
D.mel.RAL059.fa	DMRER2DM	49
D.mel.RAL059.fa	DMRER1DM	49
D.mel.RAL059.fa	STALKER3	49
D.mel.RAL059.fa	DMREPG	49
D.mel.RAL059.fa	CIRC	49
D.mel.RAL059.fa	DMAURA	49
D.mel.RAL059.fa	DME010298	49
D.mel.RAL059.fa	DMGYPF1A	49
D.mel.RAL059.fa	DMIS176	49
D.mel.RAL059.fa	INVADER	49
D.mel.RAL059.fa	DM23420	49
D.mel.RAL059.fa	McCLINTOCK	49
D.mel.RAL059.fa	IVK	49
D.mel.RAL059.fa	TIRANT	42
D.mel.RAL059.fa	DMZAM	47
D.mel.RAL059.fa	PPI251	28
D.mel.RAL059.fa	DM_ROO	49
D.mel.RAL059.fa	FROGGER	49
D.mel.RAL059.fa	ACCORD	49
D.mel.RAL059.fa	Q	5
D.mel.RAL059.fa	MARINER2	49
D.mel.RAL059.fa	TRANSIB4	49
D.mel.RAL059.fa	GYPSY6	49
D.mel.RAL059.fa	INVADER2	49
D.mel.RAL059.fa	FW3	49
D.mel.RAL059.fa	DIVER2	49
D.mel.RAL059.fa	GYPSY8	42
D.mel.RAL059.fa	F	49
D.mel.RAL059.fa	GYPSY7	48
D.mel.RAL059.fa	G7	48
D.mel.RAL059.fa	DOC5	49
D.mel.RAL059.fa	GYPSY10	49
D.mel.RAL059.fa	QBERT	48
D.mel.RAL059.fa	G5_DM	49
D.mel.RAL059.fa	GYPSY3	47
D.mel.RAL059.fa	FB	13
D.mel.RAL059.fa	GYPSY12	49
D.mel.RAL059.fa	INVADER6	49
D.mel.RAL059.fa	STALKER4	49
D.mel.RAL059.fa	LOOPER1_DM	48
D.mel.RAL059.fa	INVADER3	49
D.mel.RAL059.fa	TRANSIB2	49
D.mel.RAL059.fa	DMU89994	49
D.mel.RAL059.fa	QUASIMODO	49
D.mel.RAL059.fa	OPUS	49
D.mel.RAL059.fa	DMHFL1	41
D.mel.RAL059.fa	DME487856	49
D.mel.RAL059.fa	Tinker	49
D.mel.RAL059.fa	DMPOGOR11	49
D.mel.RAL059.fa	STALKER2	49
D.mel.RAL059.fa	Beagle	49
D.mel.RAL059.fa	DMLINEJA	49
D.mel.RAL059.fa	DMIFACA	49
D.mel.RAL059.fa	BS	49
D.mel.RAL059.fa	RT1B	49
D.mel.RAL059.fa	DMCOPIA	49
D.mel.RAL059.fa	DMTRDNA	49
D.mel.RAL059.fa	AY561850	33
D.mel.RAL059.fa	DME278684	49
D.mel.RAL059.fa	HOPPER2	49
D.mel.RAL059.fa	AF222049	49
D.mel.RAL059.fa	ROXELEMENT	49
D.mel.RAL059.fa	DMTHB1	49
D.mel.RAL059.fa	TRANSIB1	49
D.mel.RAL059.fa	G3	48
D.mel.RAL059.fa	R1-2	49
D.mel.RAL059.fa	DMTN1731	49
D.mel.RAL059.fa	INVADER4	49
D.mel.RAL059.fa	RT1C	49
D.mel.RAL059.fa	S2	49
D.mel.RAL059.fa	G5A	49
D.mel.RAL059.fa	SPRINGER	49
D.mel.RAL059.fa	HEL	49
D.mel.RAL059.fa	GYPSY2	48
D.mel.RAL059.fa	GYPSY4	49
D.mel.RAL059.fa	DOC2	49
D.mel.RAL059.fa	ROVER	49
D.mel.RAL059.fa	DMTOM1_LTR	49
D.mel.RAL059.fa	BS3	49
D.mel.RAL059.fa	DMCR1A	49
D.mel.RAL059.fa	DOC3	49
D.mel.RAL059.fa	DOC4	49
D.mel.RAL059.fa	GYPSY11	48
D.mel.RAL059.fa	OSV	49
D.mel.RAL059.fa	ROOA_LTR	48
D.mel.RAL059.fa	DMDM11	49
D.mel.RAL059.fa	G4_DM	49
D.mel.RAL059.fa	FW2	49
D.mel.RAL059.fa	BS4	49
D.mel.RAL059.fa	DM33463	49
D.mel.RAL059.fa	TC3	49
D.mel.RAL059.fa	Beagle2	49
D.mel.RAL059.fa	DMRTMGD1	49
D.mel.RAL059.fa	DMTNFB	49
D.mel.RAL059.fa	DMBLPP	49
D.mel.RAL059.fa	DMW1DOC	49
D.mel.RAL059.fa	JUAN	49
D.mel.RAL059.fa	DM14101	28
D.mel.RAL059.fa	INE1	49
D.mel.RAL059.fa	TC1-2	49
D.mel.RAL059.fa	AF541951	49
D.mel.RAL059.fa	DME9736	49
D.mel.RAL059.fa	JOCKEY2	49
D.mel.RAL059.fa	1360	49
D.mel.RAL059.fa	TARTC	35
D.mel.RAL059.fa	G2	49
D.mel.RAL091.fa	DM06920	49
D.mel.RAL091.fa	TARTC	35
D.mel.RAL091.fa	RT1B	49
D.mel.RAL091.fa	DM33463	49
D.mel.RAL091.fa	BLOOD	49
D.mel.RAL091.fa	DMTRDNA	49
D.mel.RAL091.fa	BS	49
D.mel.RAL091.fa	QUASIMODO	49
D.mel.RAL091.fa	GTWIN	49
D.mel.RAL091.fa	ACCORD	49
D.mel.RAL091.fa	INVADER5	48
D.mel.RAL091.fa	DMIFACA	49
D.mel.RAL091.fa	TRANSIB3	49
D.mel.RAL091.fa	TC1	49
D.mel.RAL091.fa	MARINER2	49
D.mel.RAL091.fa	DM88	49
D.mel.RAL091.fa	BAGGINS	49
D.mel.RAL091.fa	HELITRON1_DM	49
D.mel.RAL091.fa	DMRER2DM	49
D.mel.RAL091.fa	DMRER1DM	49
D.mel.RAL091.fa	CIRC	49
D.mel.RAL091.fa	DME010298	49
D.mel.RAL091.fa	DMREPG	49
D.mel.RAL091.fa	DMAURA	49
D.mel.RAL091.fa	INVADER	49
D.mel.RAL091.fa	DMLINEJA	49
D.mel.RAL091.fa	McCLINTOCK	49
D.mel.RAL091.fa	DM_ROO	49
D.mel.RAL091.fa	DMBARI1	49
D.mel.RAL091.fa	FROGGER	49
D.mel.RAL091.fa	DOC5	49
D.mel.RAL091.fa	DMBLPP	49
D.mel.RAL091.fa	DMZAM	47
D.mel.RAL091.fa	Q	5
D.mel.RAL091.fa	G5A	49
D.mel.RAL091.fa	GYPSY4	49
D.mel.RAL091.fa	PPI251	28
D.mel.RAL091.fa	DMPOGOR11	49
D.mel.RAL091.fa	DME278684	49
D.mel.RAL091.fa	INVADER2	49
D.mel.RAL091.fa	DOC4	49
D.mel.RAL091.fa	DIVER2	49
D.mel.RAL091.fa	GYPSY8	42
D.mel.RAL091.fa	GYPSY7	48
D.mel.RAL091.fa	IVK	49
D.mel.RAL091.fa	G7	48
D.mel.RAL091.fa	GYPSY10	49
D.mel.RAL091.fa	QBERT	48
D.mel.RAL091.fa	G5_DM	49
D.mel.RAL091.fa	GYPSY3	47
D.mel.RAL091.fa	INVADER3	49
D.mel.RAL091.fa	ROXELEMENT	49
D.mel.RAL091.fa	FB	13
D.mel.RAL091.fa	GYPSY12	49
D.mel.RAL091.fa	INVADER6	49
D.mel.RAL091.fa	DM23420	49
D.mel.RAL091.fa	LOOPER1_DM	48
D.mel.RAL091.fa	TRANSIB2	49
D.mel.RAL091.fa	AF222049	49
D.mel.RAL091.fa	DMCOPIA	49
D.mel.RAL091.fa	DMU89994	49
D.mel.RAL091.fa	Tinker	49
D.mel.RAL091.fa	DMHFL1	41
D.mel.RAL091.fa	Beagle	49
D.mel.RAL091.fa	DMMDG3	49
D.mel.RAL091.fa	OPUS	49
D.mel.RAL091.fa	1360	49
D.mel.RAL091.fa	HOPPER2	49
D.mel.RAL091.fa	DMIS297	49
D.mel.RAL091.fa	TABOR	49
D.mel.RAL091.fa	JUAN	49
D.mel.RAL091.fa	DMTHB1	49
D.mel.RAL091.fa	DMTNFB	49
D.mel.RAL091.fa	HEL	49
D.mel.RAL091.fa	Beagle2	49
D.mel.RAL091.fa	DMCR1A	49
D.mel.RAL091.fa	TRANSIB1	49
D.mel.RAL091.fa	G3	48
D.mel.RAL091.fa	R1-2	49
D.mel.RAL091.fa	DMTN1731	49
D.mel.RAL091.fa	TIRANT	42
D.mel.RAL091.fa	RT1C	49
D.mel.RAL091.fa	S2	49
D.mel.RAL091.fa	STALKER2	49
D.mel.RAL091.fa	INVADER4	49
D.mel.RAL091.fa	STALKER4	49
D.mel.RAL091.fa	DMGYPF1A	49
D.mel.RAL091.fa	DMIS176	49
D.mel.RAL091.fa	GYPSY2	48
D.mel.RAL091.fa	SPRINGER	49
D.mel.RAL091.fa	DOC2	49
D.mel.RAL091.fa	DMTOM1_LTR	49
D.mel.RAL091.fa	BS3	49
D.mel.RAL091.fa	GYPSY5	45
D.mel.RAL091.fa	DOC3	49
D.mel.RAL091.fa	GYPSY11	48
D.mel.RAL091.fa	OSV	49
D.mel.RAL091.fa	ROOA_LTR	48
D.mel.RAL091.fa	G4_DM	49
D.mel.RAL091.fa	FW2	49
D.mel.RAL091.fa	BS4	49
D.mel.RAL091.fa	TC3	49
D.mel.RAL091.fa	DMDM11	49
D.mel.RAL091.fa	412	49
D.mel.RAL091.fa	TRANSIB4	49
D.mel.RAL091.fa	G2	49
D.mel.RAL091.fa	F	49
D.mel.RAL091.fa	GYPSY6	49
D.mel.RAL091.fa	DMRTMGD1	49
D.mel.RAL091.fa	DME9736	49
D.mel.RAL091.fa	DME487856	49
D.mel.RAL091.fa	DMW1DOC	49
D.mel.RAL091.fa	ROVER	49
D.mel.RAL091.fa	TAHRE	49
D.mel.RAL091.fa	AY561850	33
D.mel.RAL091.fa	INE1	49
D.mel.RAL091.fa	FW3	49
D.mel.RAL091.fa	TC1-2	49
D.mel.RAL091.fa	AF541951	49
D.mel.RAL091.fa	JOCKEY2	49
D.mel.RAL091.fa	STALKER	47
D.mel.RAL091.fa	G6_DM	49
D.mel.RAL091.fa	GYPSY9	25
D.mel.RAL091.fa	STALKER3	49
D.mel.RAL091.fa	DM14101	28
D.mel.RAL176.fa	TAHRE	49
D.mel.RAL176.fa	DM14101	28
D.mel.RAL176.fa	TARTC	35
D.mel.RAL176.fa	AY561850	33
D.mel.RAL176.fa	DMTRDNA	49
D.mel.RAL176.fa	GYPSY5	45
D.mel.RAL176.fa	DME010298	49
D.mel.RAL176.fa	STALKER	47
D.mel.RAL176.fa	PPI251	28
D.mel.RAL176.fa	McCLINTOCK	49
D.mel.RAL176.fa	DMBLPP	49
D.mel.RAL176.fa	GTWIN	49
D.mel.RAL176.fa	FB	13
D.mel.RAL176.fa	STALKER4	49
D.mel.RAL176.fa	INVADER5	48
D.mel.RAL176.fa	TRANSIB3	49
D.mel.RAL176.fa	DM88	49
D.mel.RAL176.fa	BAGGINS	49
D.mel.RAL176.fa	HELITRON1_DM	49
D.mel.RAL176.fa	INVADER	49
D.mel.RAL176.fa	CIRC	49
D.mel.RAL176.fa	DMDM11	49
D.mel.RAL176.fa	INVADER3	49
D.mel.RAL176.fa	DMREPG	49
D.mel.RAL176.fa	412	49
D.mel.RAL176.fa	DMPOGOR11	49
D.mel.RAL176.fa	QUASIMODO	49
D.mel.RAL176.fa	DME487856	49
D.mel.RAL176.fa	IVK	49
D.mel.RAL176.fa	DMRTMGD1	49
D.mel.RAL176.fa	DMW1DOC	49
D.mel.RAL176.fa	DMCOPIA	49
D.mel.RAL176.fa	DMU89994	49
D.mel.RAL176.fa	SPRINGER	49
D.mel.RAL176.fa	ROVER	49
D.mel.RAL176.fa	GYPSY9	25
D.mel.RAL176.fa	Q	5
D.mel.RAL176.fa	DMZAM	47
D.mel.RAL176.fa	DMIS176	49
D.mel.RAL176.fa	STALKER2	49
D.mel.RAL176.fa	MARINER2	49
D.mel.RAL176.fa	INVADER2	49
D.mel.RAL176.fa	DME9736	49
D.mel.RAL176.fa	DMTN1731	49
D.mel.RAL176.fa	DMAURA	49
D.mel.RAL176.fa	GYPSY6	49
D.mel.RAL176.fa	DIVER2	49
D.mel.RAL176.fa	GYPSY7	48
D.mel.RAL176.fa	G7	48
D.mel.RAL176.fa	DOC5	49
D.mel.RAL176.fa	GYPSY10	49
D.mel.RAL176.fa	QBERT	48
D.mel.RAL176.fa	G5_DM	49
D.mel.RAL176.fa	GYPSY3	47
D.mel.RAL176.fa	INVADER6	49
D.mel.RAL176.fa	LOOPER1_DM	48
D.mel.RAL176.fa	TRANSIB2	49
D.mel.RAL176.fa	G6_DM	49
D.mel.RAL176.fa	DM_ROO	49
D.mel.RAL176.fa	DM23420	49
D.mel.RAL176.fa	G2	49
D.mel.RAL176.fa	Tinker	49
D.mel.RAL176.fa	DMIFACA	49
D.mel.RAL176.fa	TIRANT	42
D.mel.RAL176.fa	DMHFL1	41
D.mel.RAL176.fa	BLOOD	49
D.mel.RAL176.fa	Beagle	49
D.mel.RAL176.fa	HOPPER2	49
D.mel.RAL176.fa	TC1	49
D.mel.RAL176.fa	RT1B	49
D.mel.RAL176.fa	DMMDG3	49
D.mel.RAL176.fa	F	49
D.mel.RAL176.fa	DMTHB1	49
D.mel.RAL176.fa	DMTNFB	49
D.mel.RAL176.fa	DMGYPF1A	49
D.mel.RAL176.fa	ACCORD	49
D.mel.RAL176.fa	GYPSY8	42
D.mel.RAL176.fa	TRANSIB1	49
D.mel.RAL176.fa	G3	48
D.mel.RAL176.fa	R1-2	49
D.mel.RAL176.fa	AF222049	49
D.mel.RAL176.fa	Beagle2	49
D.mel.RAL176.fa	FROGGER	49
D.mel.RAL176.fa	INVADER4	49
D.mel.RAL176.fa	RT1C	49
D.mel.RAL176.fa	S2	49
D.mel.RAL176.fa	G5A	49
D.mel.RAL176.fa	HEL	49
D.mel.RAL176.fa	JUAN	49
D.mel.RAL176.fa	1360	49
D.mel.RAL176.fa	TRANSIB4	49
D.mel.RAL176.fa	GYPSY2	48
D.mel.RAL176.fa	DOC2	49
D.mel.RAL176.fa	DMTOM1_LTR	49
D.mel.RAL176.fa	GYPSY4	49
D.mel.RAL176.fa	BS3	49
D.mel.RAL176.fa	FW3	49
D.mel.RAL176.fa	DMCR1A	49
D.mel.RAL176.fa	DOC3	49
D.mel.RAL176.fa	DOC4	49
D.mel.RAL176.fa	GYPSY11	48
